variant_id,entity_id,canonical_key,variant_name,variant_language,is_preferred,source_refs_sample
VAR_5E9CC71BDF,ENT_FDC815E234,امام حسین نے تلوار سے، امام سجاد نے دعا سے، امام باقر و صادق نے,امام حسین نے تلوار سے، امام سجاد نے دعا سے، امام باقر و صادق نے,ur/ar,yes,SRC003 p.1 line 672
VAR_A36F027AD5,ENT_883D65896D,امام حسین نے خون سے دین کو بچایا، اور امام سجاد نے دعا سے، تو,امام حسین نے خون سے دین کو بچایا، اور امام سجاد نے دعا سے، تو,ur/ar,yes,SRC003 p.1 line 609
VAR_ACCA48D156,ENT_DE4B05D97C,امام حسین نے زندہ کی، اور کربلا کو حضرت زینب نے باقی رکھا۔,امام حسین نے زندہ کی، اور کربلا کو حضرت زینب نے باقی رکھا۔,ur/ar,yes,SRC003 p.1 line 473
VAR_CAC44FF114,ENT_4D3765090F,امام حسین نے فرمایا میں موت کو سعادت سمجھتا ہوں، اور ظالموں کے ساتھ جینا,امام حسین نے فرمایا: میں موت کو سعادت سمجھتا ہوں، اور ظالموں کے ساتھ جینا,ur/ar,yes,SRC003 p.1 line 540
VAR_863216C938,ENT_9BBCCC79ED,امام حسین نے کربلا میں خون دیا، تو حضرت زینب نے کربلا کو زبان دی۔,امام حسین نے کربلا میں خون دیا، تو حضرت زینب نے کربلا کو زبان دی۔,ur/ar,yes,SRC003 p.1 line 483
VAR_C8B945C096,ENT_83D5971D37,امام حسین نے یزید کی بیعت اس لیے رد کی کہ وہ اسے دین اسلام,امام حسین نے یزید کی بیعت اس لیے رد کی کہ وہ اسے دینِ اسلام,ur/ar,yes,SRC003 p.1 line 510
VAR_4EDF7B9395,ENT_265289E887,امام حسین پر اللہ تعالی نے ستر ہزار فرشتے مقرر کیے ہیں، جو قیامت تک,امام حسین پر اللہ تعالیٰ نے ستر ہزار فرشتے مقرر کیے ہیں، جو قیامت تک,ur/ar,yes,SRC003 p.1 line 894
VAR_8E9594B8C4,ENT_860BC34CD7,امام حسین کا قتل اسی دبی ہويی اگ کا ظاہری اور انتہايی اظہار تھا، جہاں,امام حسین کا قتل اسی دبی ہوئی آگ کا ظاہری اور انتہائی اظہار تھا، جہاں,ur/ar,yes,SRC003 p.1 line 517
VAR_215025A7FF,ENT_F8631C1824,امام حسین کو کندھوں پر بٹھانا، سجدے کو طویل کرنا، اور صحابہ کے سامنے ان,امام حسین کو کندھوں پر بٹھانا، سجدے کو طویل کرنا، اور صحابہ کے سامنے ان,ur/ar,yes,SRC003 p.1 line 521
VAR_9C086DADC6,ENT_EFD5DADE88,امام حسین کی اواز ايی اے ابراہیم، واپس لوٹ جاو، میں تمہیں ایک بیٹا عطا,امام حسین کی آواز آئی :اے ابراہیم، واپس لوٹ جاؤ، میں تمہیں ایک بیٹا عطا,ur/ar,yes,SRC003 p.1 line 911
VAR_04DBEBCC2C,ENT_6F97BF6514,امام حسین کے ساتھ کربلا میں موجود تھیں ان سے حضرت سکینہ سلام اللہ علیہا,امام حسین کے ساتھ کربلا میں موجود تھیں ان سے حضرت سکینہ سلامُ اللہ علیہا,ur/ar,yes,SRC003 p.1 line 526
VAR_30C78F6431,ENT_A56BB2B8A4,امام حسین کے مشن کی امین کا تھا۔,امام حسین کے مشن کی امین کا تھا۔,ur/ar,yes,SRC003 p.1 line 472
VAR_EAD47EAFE9,ENT_BA9F1B8C5D,امام خمینی کی رحلت کے بعد خبرگان قیادت کی جانب سے ایت اللہ خامنہ,امام خمینی کی رحلت کے بعد خبرگانِ قیادت کی جانب سے آیت اللہ خامنہ,ur/ar,yes,SRC003 p.1 line 1124
VAR_A9E8560123,ENT_74DCA777E6,امام خمینی کے ہمراہ اسلامی انقلاب کی فکری و عملی جدوجہد میں فعال کردار ادا,امام خمینی کے ہمراہ اسلامی انقلاب کی فکری و عملی جدوجہد میں فعال کردار ادا,ur/ar,yes,SRC003 p.1 line 1118
VAR_2739E5C10F,ENT_8596845978,امام خمینی، ایت اللہ بروجردی، علامہ طباطبايی اور دیگر اکابر علما شامل ہیں یہی وہ,امام خمینی، آیت اللہ بروجردی، علامہ طباطبائی اور دیگر اکابر علما شامل ہیں یہی وہ,ur/ar,yes,SRC003 p.1 line 1116
VAR_1122C98F40,ENT_2502E41BFD,امام ذہبی ، تاریخ بغداد خطیب بغدادی ۔,امام ذہبی)، تاریخ بغداد (خطیب بغدادی)۔,ur/ar,yes,SRC003 p.1 line 673
VAR_8497115F52,ENT_065D96CFEF,امام ذہبی اہل سنت امام زادے سید جعفر ثانی بن علی النقی الزکی، جعفر کذاب،,امام ذہبی (اہلِ سنت) امام زادے سید جعفر ثانی بن علی النقی الزکی، جعفر کذّاب،,ur/ar,yes,SRC003 p.1 line 786
VAR_896EB816D3,ENT_78E8B70346,امام ذہبی اہل سنت حضرت امام جعفر صادق علیہ السلام صادق ال محمد، امام المتقین،,امام ذہبی (اہلِ سنت) حضرت امام جعفر صادق علیہ السلام صادقِ آلِ محمد، امامُ المتقین،,ur/ar,yes,SRC003 p.1 line 611
VAR_674072C174,ENT_B545FCE62C,امام ذہبی اہل سنت حضرت امام علی نقی علیہ السلام الہادی، النقی، فقیہ العسکر، امام,امام ذہبی (اہل سنت) حضرت امام علی نقی علیہ السلام الہادی، النقی، فقیہُ العسکر، امامُ,ur/ar,yes,SRC003 p.1 line 730
VAR_9CAAEAA16C,ENT_85763F4BBE,امام ذہبی اہل سنت ۔,امام ذہبی اہل سنت)۔,ur/ar,yes,SRC003 p.1 line 642; SRC003 p.1 line 760
VAR_5C97D7FC26,ENT_608C987886,امام ذہبی تلخیص المستدرک جیسے اکابر شامل ہیں۔,امام ذہبی (تلخیص المستدرک) جیسے اکابر شامل ہیں۔,ur/ar,yes,SRC003 p.1 line 383
VAR_F27CBF2296,ENT_D325C31B63,امام ذہبی ۔,امام ذہبی)۔,ur/ar,yes,SRC003 p.1 line 702
VAR_92180A675E,ENT_EFC519FC06,امام ذہبی، مسند احمد، سنن ترمذی حضرت امام زین العابدین علیہ السلام سجاد، زین العابدین،,امام ذہبی، مسند احمد، سنن ترمذی حضرت امام زین العابدین علیہ السلام سجاد، زینُ العابدین،,ur/ar,yes,SRC003 p.1 line 548
VAR_D6B22C64B1,ENT_FC0D52420E,امام رضا علیہ السلام نے یہ رشتہ دینی نہیں بلکہ سیاسی مجبوری کے تحت قبول,امام رضا علیہ السلام نے یہ رشتہ دینی نہیں بلکہ سیاسی مجبوری کے تحت قبول,ur/ar,yes,SRC003 p.1 line 689
VAR_9189F3A535,ENT_803349526D,امام رضا علیہ السلام کو مامون عباسی نے زہر دے کر شہید کیا، جب اپ,امام رضا علیہ السلام کو مامون عباسی نے زہر دے کر شہید کیا، جب آپ,ur/ar,yes,SRC003 p.1 line 698
VAR_352AEA3F33,ENT_AB30334F7F,امام رضا علیہ السلام کے بعد امام محمد تقی سے علمی اور روحانی اثر کو,امام رضا علیہ السلام کے بعد امام محمد تقی سے علمی اور روحانی اثر کو,ur/ar,yes,SRC003 p.1 line 713
VAR_FE0184CFD8,ENT_45504A443F,امام رضا، اور امام جعفر صادق تک پہنچتا ہے۔,امام رضا، اور امام جعفر صادق تک پہنچتا ہے۔,ur/ar,yes,SRC003 p.1 line 1345
VAR_34A3807476,ENT_FD8C5B1BEE,امام زید بن علی زید شہید,امام زید بن علی (زید شہید,ur/ar,yes,SRC003 p.1 line 573
VAR_CCA931E598,ENT_7F55BA5331,امام زین العابدین علیہ السلام بن امام حسین علیہ السلام بن حضرت علی کرم اللہ,امام زین العابدین علیہ السلام بن امام حسین علیہ السلام بن حضرت علی کرم اللہ,ur/ar,yes,SRC003 p.1 line 1646
VAR_1A42572260,ENT_3A86954C89,امام زین العابدین علیہ السلام نے کربلا کے عظیم سانحہ کو نہ صرف اپنی انکھوں,امام زین العابدین علیہ السلام نے کربلا کے عظیم سانحہ کو نہ صرف اپنی آنکھوں,ur/ar,yes,SRC003 p.1 line 566
VAR_148AB392FE,ENT_7EA9B274C2,امام زین العابدین علیہ السلام و حضرت فاطمہ بنت حسن علیہما السلام کے فرزند ارجمند,امام زین العابدین علیہ السلام و حضرت فاطمہ بنت حسن علیہما السلام کے فرزندِ ارجمند,ur/ar,yes,SRC003 p.1 line 586
VAR_5B230A166F,ENT_EC7C02CFA4,امام زین العابدین علیہ السلام پیدا ہويے۔,امام زین العابدین علیہ السلام پیدا ہوئے۔,ur/ar,yes,SRC003 p.1 line 524
VAR_1B1582A848,ENT_637A071E05,امام زین العابدین علیہ السلام کے ہمراہ اسیران اہل بیت میں شامل رہے، اور اسی,امام زین العابدین علیہ السلام کے ہمراہ اسیرانِ اہلِ بیت میں شامل رہے، اور اسی,ur/ar,yes,SRC003 p.1 line 593
VAR_DFB48CFC18,ENT_17F5E5D4E7,امام زین العابدین کی جان بچايی,امام زین العابدین کی جان بچائی,ur/ar,yes,SRC003 p.1 line 473
VAR_02103928A1,ENT_F18A96CAF3,امام سامرہ میں شیعی قیادت کا مرکز توقیعات و وکالت کا اغاز عظیم دعاوں کے,امام سامرہ میں شیعی قیادت کا مرکز توقیعات و وکالت کا آغاز عظیم دعاؤں کے,ur/ar,yes,SRC003 p.1 line 758
VAR_A2704036CA,ENT_8669C08F59,امام سب سے سخی امام الجواد عباسی دربار میں دلیرانہ علمی و دینی دفاع سلسلہ,امام سب سے سخی امام (الجواد) عباسی دربار میں دلیرانہ علمی و دینی دفاع سلسلہ,ur/ar,yes,SRC003 p.1 line 728
VAR_6FA02D9D19,ENT_07F5562703,امام سجاد علیہ السلام نے کسی تلوار، خطبہ یا شورش کے بغیر، عبادت، دعا، علم,امام سجاد علیہ السلام نے کسی تلوار، خطبہ یا شورش کے بغیر، عبادت، دعا، علم,ur/ar,yes,SRC003 p.1 line 579
VAR_D6F1CE4A67,ENT_A889CD7432,امام سجاد کے شاگرد اور معروف تابعی قاسم بن محمد کی صاحبزادی تھیں۔,امام سجاد کے شاگرد اور معروف تابعی قاسم بن محمد کی صاحبزادی تھیں۔,ur/ar,yes,SRC003 p.1 line 615
VAR_B307DF5AE2,ENT_E400204FB9,امام سجاد کے شاگرد و تابعی تھے۔,امام سجاد کے شاگرد و تابعی تھے۔,ur/ar,yes,SRC003 p.1 line 583
VAR_53700F1054,ENT_902E774AF0,امام سیوطی الدر المنثور، جلد,امام سیوطی (الدر المنثور، جلد,ur/ar,yes,SRC003 p.1 line 383
VAR_4B85689A5A,ENT_989BB2D117,امام سے براہ راست منسوب نہیں، بلکہ سادات کے خاندانی عزاداری کے طریقوں میں شامل,امام سے براہ راست منسوب نہیں، بلکہ سادات کے خاندانی عزاداری کے طریقوں میں شامل,ur/ar,yes,SRC003 p.1 line 1789
VAR_9A142C9FFF,ENT_E3F82CDF75,امام طبرانی المعجم الکبیر ، امام نسايی خصايص علی ، امام ابو یعلی، امام ابن حجر عسقلانی,امام طبرانی (المعجم الکبیر)، امام نسائی (خصائص علی)، امام ابو یعلی، امام ابن حجر عسقلانی,ur/ar,yes,SRC003 p.1 line 383
VAR_1CE10920F9,ENT_10BE037D6B,امام طبری، ابن کثیر، رازی کے مطابق نبی کو بعض احکام کے اعلان کے,امام طبری، ابن کثیر، رازی) کے مطابق نبی کو بعض احکام کے اعلان کے,ur/ar,yes,SRC003 p.1 line 349
VAR_064EF19D3C,ENT_345C8ADA33,امام طبری، البدایہ والنہایہ از ابن کثیر، قصص الانبیاء از ابن کثیر۔,امام طبری، البدایہ والنہایہ از ابنِ کثیر، قصص الانبیاء از ابنِ کثیر۔,ur/ar,yes,SRC003 p.1 line 14
VAR_9FDEC844C4,ENT_4DD6A21CFA,امام ظاہر کرنے کی کوشش کی۔,امام ظاہر کرنے کی کوشش کی۔,ur/ar,yes,SRC003 p.1 line 789
VAR_1FA8813DD2,ENT_CC8FFE4C2A,امام علی النقی علیہ السلام,امام علی النقی علیہ السلام,ur/ar,yes,SRC003 p.1 line 789
VAR_623F3C00C8,ENT_877D949B42,امام علی النقی علیہ السلام سے جڑا ہوا ہے حضرت امام علی کی نسل پاک,امام علی النقی علیہ السلام سے جڑا ہوا ہے حضرت امام علی کی نسلِ پاک,ur/ar,yes,SRC003 p.1 line 1934
VAR_235A9AD06C,ENT_2F3FD5ED5A,امام علی النقی علیہ السلام کی نسل سے حضرت سید جلال الدین سرخ پوش بخاری,امام علی النقی علیہ السلام کی نسل سے حضرت سید جلال الدین سرخ پوش بخاری,ur/ar,yes,SRC003 p.1 line 1905
VAR_1378A4D57E,ENT_CEF46A45F2,امام علی النقی علیہ السلام کی نسل سے ہیں، اور جن کا عقیدہ اثنا عشری,امام علی النقی علیہ السلام کی نسل سے ہیں، اور جن کا عقیدہ اثنا عشری,ur/ar,yes,SRC003 p.1 line 1901
VAR_6468D4B324,ENT_BA82B41307,امام علی النقی علیہ السلام کی نسل پاک سے، نسب نامہ امام حسین علیہ السلام,امام علی النقی علیہ السلام کی نسلِ پاک سے، نسب نامہ امام حسین علیہ السلام,ur/ar,yes,SRC003 p.1 line 1189
VAR_66BB37A7EB,ENT_C7A96996A3,امام علی النقی علیہ السلام کے ایک بیٹے کے ذریعے سید علی عرب کے برادر,امام علی النقی علیہ السلام کے ایک بیٹے کے ذریعے سید علی عرب کے برادر,ur/ar,yes,SRC003 p.1 line 1915
VAR_BF6B1C80CC,ENT_EF561BC32F,امام علی النقی علیہ السلام کے فرزند اور امام حسن عسکری علیہ السلام کے بھايی,امام علی النقی علیہ السلام کے فرزند اور امام حسن عسکری علیہ السلام کے بھائی,ur/ar,yes,SRC003 p.1 line 786
VAR_92DB69C4A7,ENT_D4E4D70147,امام علی بن ابی طالب علیہ السلام کے فرزند، اہل بیت اطہار کے تیسرے امام،,امام علی بن ابی طالب علیہ السلام کے فرزند، اہل بیت اطہار کے تیسرے امام،,ur/ar,yes,SRC003 p.1 line 506
VAR_EF3FE2FA61,ENT_793C796F4B,امام علی رضا بن امام موسی کاظم علیہم السلام، علماء انساب نے حضرت سید عبداللہ,امام علی رضا بن امام موسیٰ کاظم علیہم السلام، علماءِ انساب نے حضرت سید عبداللہ,ur/ar,yes,SRC003 p.1 line 834
VAR_612631B798,ENT_DEB5BFF03B,امام علی رضا علیہ السلام تھے اور والدہ سبیکہ خاتون سلام اللہ علیہا جنہیں خیزران,امام علی رضا علیہ السلام تھے اور والدہ سبیکہ خاتون سلام اللہ علیہا (جنہیں خیزران,ur/ar,yes,SRC003 p.1 line 707
VAR_FF4FB523B4,ENT_26B948DC50,امام علی رضا علیہ السلام نے اپنے زمانے میں علم، مناظرات، تدریس، اور اہل بیت,امام علی رضا علیہ السلام نے اپنے زمانے میں علم، مناظرات، تدریس، اور اہل بیت,ur/ar,yes,SRC003 p.1 line 692
VAR_52E839A7DD,ENT_7E7657D5BE,امام علی رضا علیہ السلام نے عباسی خلیفہ مامون الرشید کی بیٹی سے بھی نکاح,امام علی رضا علیہ السلام نے عباسی خلیفہ مامون الرشید کی بیٹی سے بھی نکاح,ur/ar,yes,SRC003 p.1 line 688
VAR_ABB852ACD8,ENT_179FF38712,امام علی رضا علیہ السلام کو مرو سے بغداد لے جانے کا ارادہ کیا، مگر,امام علی رضا علیہ السلام کو مرو سے بغداد لے جانے کا ارادہ کیا، مگر,ur/ar,yes,SRC003 p.1 line 696
VAR_C21C5FB2F1,ENT_4105E5C99A,امام علی رضا علیہ السلام کی ایک ہی فرزند مسلم الثبوت ہے حضرت امام محمد,امام علی رضا علیہ السلام کی ایک ہی فرزند مسلم الثبوت ہے: حضرت امام محمد,ur/ar,yes,SRC003 p.1 line 690
VAR_0DBF6137C3,ENT_423C3A037C,امام علی رضا علیہ السلام کی شہادت کے بعد منصب امامت سنبھالا۔,امام علی رضا علیہ السلام کی شہادت کے بعد منصبِ امامت سنبھالا۔,ur/ar,yes,SRC003 p.1 line 710
VAR_6C140845C3,ENT_430FC431CF,امام علی علیہ السلام نے منتخب کیا اور امام حسین سے نکاح کرایا ان ہی,امام علی علیہ السلام نے منتخب کیا اور امام حسین سے نکاح کرایا ان ہی,ur/ar,yes,SRC003 p.1 line 524
VAR_0886DFE078,ENT_FA4760C3F8,امام علی مرکز شیعہ عرفانی و تصوفی گروہ تھا، جسے تاریخی و تحقیقی مصادر میں,امام علی مرکز شیعہ عرفانی و تصوفی گروہ تھا، جسے تاریخی و تحقیقی مصادر میں,ur/ar,yes,SRC003 p.1 line 990
VAR_B0ADE0B0E1,ENT_7AC7BBE2CF,امام علی نقی الہادی علیہ السلام دسویں امام، جن سے سلسلہ امامت جاری رہا۔,امام علی نقی الہادی علیہ السلام دسویں امام، جن سے سلسلہ امامت جاری رہا۔,ur/ar,yes,SRC003 p.1 line 715
VAR_BA564DF385,ENT_8D5921BB2D,امام علی نقی الہادی علیہ السلام۔,امام علی نقی الہادی علیہ السلام۔,ur/ar,yes,SRC003 p.1 line 923
VAR_F2FCB59DA3,ENT_806A54808C,امام علی نقی بن امام محمد تقی بن امام علی رضا بن امام موسی کاظم,امام علی نقی بن امام محمد تقی بن امام علی رضا بن امام موسیٰ کاظم,ur/ar,yes,SRC003 p.1 line 817
VAR_5CB79003CE,ENT_389457465E,امام علی نقی سب سے مشہور اور منصوص امام ہیں۔,امام علی نقی سب سے مشہور اور منصوص امام ہیں۔,ur/ar,yes,SRC003 p.1 line 716
VAR_F8584D53D0,ENT_3A31E9371E,امام علی نقی سے حضرت سید جلال الدین سرخ پوش بخاری، درگاہ اوچ شریف، مخدوم,امام علی نقی سے حضرت سید جلال الدین سرخ پوش بخاری، درگاہِ اُوچ شریف، مخدوم,ur/ar,yes,SRC003 p.1 line 5
VAR_9B66EF56C0,ENT_6F843F322F,امام علی نقی علیہ السلام بن امام محمد تقی علیہ السلام بن امام علی رضا,امام علی نقی علیہ السلام بن امام محمد تقی علیہ السلام بن امام علی رضا,ur/ar,yes,SRC003 p.1 line 1646
VAR_42D951D484,ENT_DA9E66FF5F,امام علی نقی علیہ السلام تھے۔,امام علی نقی علیہ السلام تھے۔,ur/ar,yes,SRC003 p.1 line 1150
VAR_0089536C6C,ENT_5939CFC7B7,امام علی نقی علیہ السلام سے ہیں بلکہ سادات بخاری کی مرکزی نسبی زنجیر میں,امام علی نقی علیہ السلام سے ہیں بلکہ سادات بخاری کی مرکزی نسبی زنجیر میں,ur/ar,yes,SRC003 p.1 line 1149
VAR_5368A0E1A2,ENT_49E27EA527,امام علی نقی علیہ السلام والدہ سیدہ سلیل خاتون سلام اللہ علیہا، جو نہایت عبادت,امام علی نقی علیہ السلام والدہ: سیدہ سلیل خاتون سلام اللہ علیہا، جو نہایت عبادت,ur/ar,yes,SRC003 p.1 line 765
VAR_35404937F0,ENT_15B42A138F,امام علی نقی علیہ السلام کا زمانہ عباسی ظلم و جبر کا شدید دور تھا۔,امام علی نقی علیہ السلام کا زمانہ عباسی ظلم و جبر کا شدید دور تھا۔,ur/ar,yes,SRC003 p.1 line 741
VAR_0ADF8FA9DB,ENT_12450FE65C,امام علی نقی علیہ السلام کو علی ابن امام جعفر صادق علیہ السلام سمجھ لیا,امام علی نقی علیہ السلام کو علی ابن امام جعفر صادق علیہ السلام سمجھ لیا,ur/ar,yes,SRC003 p.1 line 1834
VAR_DAD42CFD26,ENT_C66FD28709,امام علی نقی علیہ السلام کی بڑھتی ہويی روحانی مرکزیت اور سامرہ میں عوامی رجوع,امام علی نقی علیہ السلام کی بڑھتی ہوئی روحانی مرکزیت اور سامرہ میں عوامی رجوع,ur/ar,yes,SRC003 p.1 line 756
VAR_91D60E453C,ENT_894042CC55,امام علی نقی علیہ السلام کی شہادت کے بعد منصب امامت سنبھالا۔,امام علی نقی علیہ السلام کی شہادت کے بعد منصبِ امامت سنبھالا۔,ur/ar,yes,SRC003 p.1 line 766
VAR_9DBA3F1400,ENT_22C30C57CE,امام علی نقی علیہ السلام کے سلسلہ نسب سے تھے اور امام حسین علیہ السلام,امام علی نقی علیہ السلام کے سلسلۂ نسب سے تھے اور امام حسین علیہ السلام,ur/ar,yes,SRC003 p.1 line 1174
VAR_B9E57DC5BE,ENT_47EA5D135E,امام علی نقی علیہ السلام کے فرزند تھے۔,امام علی نقی علیہ السلام کے فرزند تھے۔,ur/ar,yes,SRC003 p.1 line 815
VAR_487D2CD9FB,ENT_E492A54B06,امام علی نقی علیہ السلام کے واسطے سے حضرت امام حسین علیہ السلام تک پہنچتا,امام علی نقی علیہ السلام کے واسطے سے حضرت امام حسین علیہ السلام تک پہنچتا,ur/ar,yes,SRC003 p.1 line 1490
VAR_F9CBCA4A5D,ENT_69878B37FA,امام علی نقی علیہ السلام ہے۔,امام علی نقی علیہ السلام ہے۔,ur/ar,yes,SRC003 p.1 line 1159
VAR_331648E782,ENT_1B02C782BD,امام علی نقی و امام حسین عہد اور خاندانی ذمہ داریاں حضرت سید نظام الدین,امام علی نقی و امام حسین عہد اور خاندانی ذمہ داریاں حضرت سید نظام الدین,ur/ar,yes,SRC003 p.1 line 1502
VAR_B35D57155E,ENT_7BED14F86D,امام علی نقی کے پہلو میں شہادت کا پس منظر امام حسن عسکری علیہ السلام,امام علی نقی کے پہلو میں شہادت کا پس منظر امام حسن عسکری علیہ السلام,ur/ar,yes,SRC003 p.1 line 781
VAR_A3B5ECC580,ENT_CF00EE7A34,امام علیہ السلام نے فقہ اہل بیت کو منظم کیا، جس پر اہل تشیع کے,امام علیہ السلام نے فقہِ اہلِ بیت کو منظم کیا، جس پر اہل تشیع کے,ur/ar,yes,SRC003 p.1 line 632
VAR_B164B4C460,ENT_6BA784C448,امام فخر رازی، سیوطی، اور ابن جریر طبری کی بعض روایات میں کے نزدیک یہ,امام فخر رازی، سیوطی، اور ابن جریر طبری کی بعض روایات میں کے نزدیک یہ,ur/ar,yes,SRC003 p.1 line 341
VAR_86136C159E,ENT_FCCF752C54,امام قرار پايے۔,امام قرار پائے۔,ur/ar,yes,SRC003 p.1 line 441
VAR_B2A47B18FE,ENT_5F067F63CA,امام مانا اور یہ عقیدہ نسل در نسل منتقل ہوتا رہا ہے۔,امام مانا اور یہ عقیدہ نسل در نسل منتقل ہوتا رہا ہے۔,ur/ar,yes,SRC003 p.1 line 1803
VAR_CD36386AD7,ENT_0B7552C129,امام مانتے تھے۔,امام مانتے تھے۔,ur/ar,yes,SRC003 p.1 line 654
VAR_F70293F210,ENT_A8FB8008B6,امام محمد باقر ابو جعفر الاول تھے ۔,امام محمد باقر ابو جعفر الاوّل تھے)۔,ur/ar,yes,SRC003 p.1 line 708
VAR_7370D01912,ENT_CE8D1661C5,امام محمد باقر بن امام زین العابدین بن امام حسین بن حضرت علی بن ابی,امام محمد باقر بن امام زین العابدین بن امام حسین بن حضرت علی بن ابی,ur/ar,yes,SRC003 p.1 line 1142
VAR_18137B7597,ENT_6C11ED1008,امام محمد باقر علیہ السلام نے علم کی بنیاد سے بچایا، تو حضرت امام جعفر,امام محمد باقر علیہ السلام نے علم کی بنیاد سے بچایا، تو حضرت امام جعفر,ur/ar,yes,SRC003 p.1 line 641
VAR_908A97D6F6,ENT_5D459457D1,امام محمد باقر علیہ السلام نے علم، حدیث، فقہ، تفسیر، اور کلام جیسے علوم کی,امام محمد باقر علیہ السلام نے علم، حدیث، فقہ، تفسیر، اور کلام جیسے علوم کی,ur/ar,yes,SRC003 p.1 line 600
VAR_F8EFA798D2,ENT_50B3B5F61E,امام محمد باقر علیہ السلام و حضرت ام فروہ بنت قاسم بن محمد کی فرزند,امام محمد باقر علیہ السلام و حضرت ام فروہ بنت قاسم بن محمد کی فرزند,ur/ar,yes,SRC003 p.1 line 611
VAR_0BF2378D03,ENT_A62C9C6591,امام محمد باقر علیہ السلام وہ امام ہیں جنہوں نے خون کربلا کے بعد علمی,امام محمد باقر علیہ السلام وہ امام ہیں جنہوں نے خونِ کربلا کے بعد علمی,ur/ar,yes,SRC003 p.1 line 610
VAR_FF6983DCF4,ENT_6520515584,امام محمد باقر علیہ السلام کی شہادت کے بعد منصب امامت سنبھالا۔,امام محمد باقر علیہ السلام کی شہادت کے بعد منصبِ امامت سنبھالا۔,ur/ar,yes,SRC003 p.1 line 619
VAR_DDF6AE23EE,ENT_FF20C7E158,امام محمد باقر علیہ السلام کے علمی انقلاب کی بنیاد رکھی۔,امام محمد باقر علیہ السلام کے علمی انقلاب کی بنیاد رکھی۔,ur/ar,yes,SRC003 p.1 line 565
VAR_09E494FD02,ENT_31BD0FB3BB,امام محمد باقر کی والدہ,امام محمد باقر کی والدہ,ur/ar,yes,SRC003 p.1 line 571
VAR_92B2C03706,ENT_8A49BA1C61,امام محمد تقی الجواد علیہ السلام کی شہادت کے بعد منصب امامت سنبھالا۔,امام محمد تقی الجواد علیہ السلام کی شہادت کے بعد منصبِ امامت سنبھالا۔,ur/ar,yes,SRC003 p.1 line 737
VAR_3AAA69AB14,ENT_3BCE978BAD,امام محمد تقی بن امام علی رضا بن امام موسی کاظم بن امام جعفر صادق,امام محمد تقی بن امام علی رضا بن امام موسیٰ کاظم بن امام جعفر صادق,ur/ar,yes,SRC003 p.1 line 1142
VAR_C3F797202B,ENT_8BE8B4C65F,امام محمد تقی علیہ السلام والدہ سیدہ سمانہ مغربیہ سلام اللہ علیہا، جو نیک، عارفہ،,امام محمد تقی علیہ السلام والدہ: سیدہ سمانہ مغربیہ سلام اللہ علیہا، جو نیک، عارفہ،,ur/ar,yes,SRC003 p.1 line 734
VAR_459BA822B9,ENT_D72B3EE710,امام محمد تقی علیہ السلام پیدا ہويے۔,امام محمد تقی علیہ السلام پیدا ہوئے۔,ur/ar,yes,SRC003 p.1 line 687
VAR_22DA93BFD8,ENT_2566BDFF3A,امام محمد تقی علیہ السلام کم سنی تقریبا,امام محمد تقی علیہ السلام کم سنی (تقریباً,ur/ar,yes,SRC003 p.1 line 717
VAR_D7EC4CA196,ENT_8F7F5CFE41,امام محمد تقی علیہ السلام کی اصلی نسل اور امامت کی وراثت اپ کی دوسری,امام محمد تقی علیہ السلام کی اصلی نسل اور امامت کی وراثت آپ کی دوسری,ur/ar,yes,SRC003 p.1 line 714
VAR_10ED3E88EF,ENT_7DB49808EF,امام محمد تقی علیہ السلام کی کم عمری پر اعتراض کیا تو اپ نے قرانی,امام محمد تقی علیہ السلام کی کم عمری پر اعتراض کیا تو آپ نے قرآنی,ur/ar,yes,SRC003 p.1 line 719
VAR_96D8FD397D,ENT_7B273ABECF,امام محمد تقی علیہ السلام کے بڑھتے ہويے علمی و روحانی اثر سے خوفزدہ تھا۔,امام محمد تقی علیہ السلام کے بڑھتے ہوئے علمی و روحانی اثر سے خوفزدہ تھا۔,ur/ar,yes,SRC003 p.1 line 725
VAR_ECF531E2AE,ENT_26326AFB1E,امام محمد تقی علیہ السلام کے روضہ کے ساتھ ہے۔,امام محمد تقی علیہ السلام کے روضہ کے ساتھ ہے۔,ur/ar,yes,SRC003 p.1 line 670
VAR_9368F24A3C,ENT_C31C736251,امام محمد تقی ہی کو امام رضا کا واحد جانشین اور وارث علم و امامت,امام محمد تقی ہی کو امام رضا کا واحد جانشین اور وارثِ علم و امامت,ur/ar,yes,SRC003 p.1 line 691
VAR_05C4A66FD7,ENT_F6B228C556,امام موسی کاظم ابو الحسن الاول تھے اپ کے دیگر معروف القابات میں عالم ال,امام موسیٰ کاظم ابو الحسن الاوّل تھے) آپ کے دیگر معروف القابات میں عالم آل,ur/ar,yes,SRC003 p.1 line 681
VAR_37F10AA5A3,ENT_4CA2491002,امام موسی کاظم ابو الحسن الاول، امام علی رضا ابو الحسن الثانی ۔,امام موسیٰ کاظم: ابو الحسن الاوّل، امام علی رضا: ابو الحسن الثانی)۔,ur/ar,yes,SRC003 p.1 line 735
