entity_id,preferred_english_title,suggested_urdu_title,canonical_key,language_group,occurrence_count,variant_count,relationship_edge_count,parent_names,child_names,main_path_order,source_ids,source_pages,source_refs_sample,known_or_suggested_wikidata_qid,notability_score_0_100,deletion_risk_score_0_100,page_class,simplewiki_recommendation,urduwiki_recommendation,wikidata_recommendation,duplicate_risk_flag,suspect_entity_reason,privacy_review_required,suggested_categories_en,suggested_categories_ur,draft_context_summary,all_variants_pipe
ENT_067819B303,امام حسن عسکری نے قریبی خواص و اصحاب کو ان کی ولادت کی گواہی دی۔,امام حسن عسکری نے قریبی خواص و اصحاب کو ان کی ولادت کی گواہی دی۔,امام حسن عسکری نے قریبی خواص و اصحاب کو ان کی ولادت کی گواہی دی۔,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 770,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: آپ کی ولادت 15 شعبان 255 ہجری کو سامرہ میں ہوئی اور امام حسن عسکریؑ نے قریبی خواص و اصحاب کو ان کی ولادت کی گواہی دی۔,امام حسن عسکری نے قریبی خواص و اصحاب کو ان کی ولادت کی گواہی دی۔
ENT_2D7D970AE5,امام حسن عسکری و امام مہدی کے ادوار کے لیے مضبوط بنیاد فراہم کی۔,امام حسن عسکری و امام مہدی کے ادوار کے لیے مضبوط بنیاد فراہم کی۔,امام حسن عسکری و امام مہدی کے ادوار کے لیے مضبوط بنیاد فراہم کی۔,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 759,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: آپ نے خاموش قیادت، روحانی نظم، اور فکری استقامت کے ذریعے شیعہ تشخص کو محفوظ کیا اور امام حسن عسکریؑ و امام مہدیؑ کے ادوار کے لیے مضبوط بنیاد فراہم کی۔,امام حسن عسکری و امام مہدی کے ادوار کے لیے مضبوط بنیاد فراہم کی۔
ENT_1BF7B123DC,امام حسن عسکری ہی امام منصوص تھے۔,امام حسن عسکری ہی امام منصوص تھے۔,امام حسن عسکری ہی امام منصوص تھے۔,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 740,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: اولاد حضرت امام حسن عسکری علیہ السلام اہل بیتؑ کے گیارہویں امام جعفر ثانی، کذّاب، تواب حسین، عائشہ، لیکن امام حسن عسکریؑ ہی امام منصوص تھے۔,امام حسن عسکری ہی امام منصوص تھے۔
ENT_C54031B4F8,امام حسن علیہ السلام اور امام حسین علیہ السلام کو بطور ابناء، سیدہ فاطمہ الزہرا,امام حسن علیہ السلام اور امام حسین علیہ السلام کو بطور ابناء، سیدہ فاطمہ الزہرا,امام حسن علیہ السلام اور امام حسین علیہ السلام کو بطور ابناء، سیدہ فاطمہ الزہرا,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 408,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: تاریخ متفق ہے کہ رسولِ اکرم ﷺ اس حکم پر عمل کرتے ہوئے اپنے ساتھ امام حسن علیہ السلام اور امام حسین علیہ السلام کو بطور ابناء، سیدہ فاطمہ الزہرا سلامُ اللہ علیہا کو بطور نساء، اور امیرالمؤمنین حضرت علی علیہ السلام کو بطور انفسنا لے کر تشریف لائے۔,امام حسن علیہ السلام اور امام حسین علیہ السلام کو بطور ابناء، سیدہ فاطمہ الزہرا
ENT_9A3887F472,امام حسن علیہ السلام عبادت میں بے مثال تھے۔,امام حسن علیہ السلام عبادت میں بے مثال تھے۔,امام حسن علیہ السلام عبادت میں بے مثال تھے۔,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 448,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: عبادت و اخلاق امام حسن علیہ السلام عبادت میں بے مثال تھے۔,امام حسن علیہ السلام عبادت میں بے مثال تھے۔
ENT_7CDEA24169,امام حسن علیہ السلام نے اپنی آنکھیں رسولِ اکرم کی آغوش میں کھولیں۔,امام حسن علیہ السلام نے اپنی آنکھیں رسولِ اکرم کی آغوش میں کھولیں۔,امام حسن علیہ السلام نے اپنی انکھیں رسول اکرم کی اغوش میں کھولیں۔,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 437,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: بچپن اور تربیت امام حسن علیہ السلام نے اپنی آنکھیں رسولِ اکرم ﷺ کی آغوش میں کھولیں۔,امام حسن علیہ السلام نے اپنی آنکھیں رسولِ اکرم کی آغوش میں کھولیں۔
ENT_B30D973513,امام حسن علیہ السلام نے سنِ اکتالیس ہجری میں امتِ مسلمہ کے خون کو بچانے،,امام حسن علیہ السلام نے سنِ اکتالیس ہجری میں امتِ مسلمہ کے خون کو بچانے،,امام حسن علیہ السلام نے سن اکتالیس ہجری میں امت مسلمہ کے خون کو بچانے،,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 445,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: ان حالات میں امام حسن علیہ السلام نے سنِ اکتالیس ہجری میں امتِ مسلمہ کے خون کو بچانے، دینِ اسلام کے بقاء، اور اصل چہرۂ باطل کو بے نقاب کرنے کے لیے صلح کو اختیار فرمایا۔,امام حسن علیہ السلام نے سنِ اکتالیس ہجری میں امتِ مسلمہ کے خون کو بچانے،
ENT_9C8D08E755,امام حسن علیہ السلام نے فرمایا: میں نے صلح اس لیے کی تاکہ محمد,امام حسن علیہ السلام نے فرمایا: میں نے صلح اس لیے کی تاکہ محمد,امام حسن علیہ السلام نے فرمایا میں نے صلح اس لیے کی تاکہ محمد,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 447,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: امام حسن علیہ السلام نے فرمایا: میں نے صلح اس لیے کی تاکہ محمد ﷺ کی امت محفوظ رہے یہی صلح بعد میں واقعۂ کربلا کی فکری بنیاد بنی۔,امام حسن علیہ السلام نے فرمایا: میں نے صلح اس لیے کی تاکہ محمد
ENT_4EAE392145,امام حسن علیہ السلام پر بارہا قاتلانہ حملے ہوئے، حتیٰ کہ آپ کو نماز کے,امام حسن علیہ السلام پر بارہا قاتلانہ حملے ہوئے، حتیٰ کہ آپ کو نماز کے,امام حسن علیہ السلام پر بارہا قاتلانہ حملے ہويے، حتی کہ اپ کو نماز کے,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 444,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: امام حسن علیہ السلام پر بارہا قاتلانہ حملے ہوئے، حتیٰ کہ آپ کو نماز کے دوران زخمی بھی کیا گیا۔,امام حسن علیہ السلام پر بارہا قاتلانہ حملے ہوئے، حتیٰ کہ آپ کو نماز کے
ENT_CD811C10EB,امام حسن علیہ السلام کو زہر دیا گیا۔,امام حسن علیہ السلام کو زہر دیا گیا۔,امام حسن علیہ السلام کو زہر دیا گیا۔,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 453,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: مشہور اور مستند نام درج ذیل ہیں: • حضرت خَولہ بنتِ منظور رضی اللہ عنہا • حضرت اُمِّ بشیر بنت ابو مسعود انصاری رضی اللہ عنہا • حضرت اُمِّ اسحاق بنت طلحہ رضی اللہ عنہا • جعدہ بنتِ اشعث بن قیس جن کے بارے میں معتبر تاریخی مصادر میں آیا ہے کہ انہوں نے امام حسن مجتبیٰ علیہ السلام کو زہ...,امام حسن علیہ السلام کو زہر دیا گیا۔
ENT_5C1A83B631,امام حسن علیہ السلام کی متعدد ازواج کا ذکر ملتا ہے۔,امام حسن علیہ السلام کی متعدد ازواج کا ذکر ملتا ہے۔,امام حسن علیہ السلام کی متعدد ازواج کا ذکر ملتا ہے۔,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 452,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: ازواج تاریخی مصادر میں امام حسن علیہ السلام کی متعدد ازواج کا ذکر ملتا ہے۔,امام حسن علیہ السلام کی متعدد ازواج کا ذکر ملتا ہے۔
ENT_674A3D7FC7,امام حسن مجتبیٰ بن حضرت علی بن ابی طالب کرم اللہ وجہہ مادر: حضرت سید,امام حسن مجتبیٰ بن حضرت علی بن ابی طالب کرم اللہ وجہہ مادر: حضرت سید,امام حسن مجتبی بن حضرت علی بن ابی طالب کرم اللہ وجہہ مادر حضرت سید,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 890,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: شجرۂ نسب پدری: حضرت سید عبد القادر جیلانی غوثِ اعظم رحمۃ اللہ علیہ بن سید ابو صالح موسیٰ جنگی دوست بن سید عبد اللہ بن سید یحییٰ الزاہد بن سید محمد بن سید داود بن سید موسیٰ ثانی بن سید عبد اللہ ثانی بن سید موسیٰ الجون بن سید عبد اللہ المحض بن امام حسن مثنّیٰ بن امام حسن مجتبیٰ بن...,امام حسن مجتبیٰ بن حضرت علی بن ابی طالب کرم اللہ وجہہ مادر: حضرت سید
ENT_916D162499,امام حسن مجتبیٰ علیہ السلام کو زہر دیا، اولادِ امام حسن علیہ السلام امام حسن,امام حسن مجتبیٰ علیہ السلام کو زہر دیا، اولادِ امام حسن علیہ السلام امام حسن,امام حسن مجتبی علیہ السلام کو زہر دیا، اولاد امام حسن علیہ السلام امام حسن,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 453,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: مشہور اور مستند نام درج ذیل ہیں: • حضرت خَولہ بنتِ منظور رضی اللہ عنہا • حضرت اُمِّ بشیر بنت ابو مسعود انصاری رضی اللہ عنہا • حضرت اُمِّ اسحاق بنت طلحہ رضی اللہ عنہا • جعدہ بنتِ اشعث بن قیس جن کے بارے میں معتبر تاریخی مصادر میں آیا ہے کہ انہوں نے امام حسن مجتبیٰ علیہ السلام کو زہ...,امام حسن مجتبیٰ علیہ السلام کو زہر دیا، اولادِ امام حسن علیہ السلام امام حسن
ENT_F1E6F16103,امام حسن و حسین علیہم السلام دونوں سے تھے۔,امام حسن و حسین علیہم السلام دونوں سے تھے۔,امام حسن و حسین علیہم السلام دونوں سے تھے۔,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 594,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: اس لحاظ سے آپ امام حسن و حسین علیہم السلام دونوں سے تھے۔,امام حسن و حسین علیہم السلام دونوں سے تھے۔
ENT_83C400CDCB,امام حسن کی بیٹی) زوجہ: آپ کی زوجہ کا نام ام فروہ بنت قاسم بن,امام حسن کی بیٹی) زوجہ: آپ کی زوجہ کا نام ام فروہ بنت قاسم بن,امام حسن کی بیٹی زوجہ اپ کی زوجہ کا نام ام فروہ بنت قاسم بن,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 582,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: مدفن: جنت البقیع، مدینہ منورہ والد: حضرت امام علی بن الحسین زین العابدین علیہ السلام والدہ: حضرت فاطمہ بنت امام حسن علیہ السلام (امام حسنؑ کی بیٹی) زوجہ: آپ کی زوجہ کا نام ام فروہ بنت قاسم بن محمد بن ابی بکر تھا، جو امام جعفر صادق علیہ السلام کی والدہ تھیں۔,امام حسن کی بیٹی) زوجہ: آپ کی زوجہ کا نام ام فروہ بنت قاسم بن
ENT_17F26541CC,امام حسین اور ان کے اصحاب کی,امام حسین اور ان کے اصحاب کی,امام حسین اور ان کے اصحاب کی,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 1787,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: یہ رسم عزاداری کے ایک منفرد انداز میں کربلا کی صعوبتوں، قربانیوں، اور امام حسینؑ اور ان کے جانثاروں کی آخری رات کو یاد کرنے کے لیے ادا کی جاتی ہے تاریخی طور پر، اس روایت کو امام حسینؑ اور ان کے اصحاب کی 9 محرم کی رات کی حالت سے جوڑا جاتا ہے، جیسا کہ ابو مخنف کی مقتل الحسین اور شی...,امام حسین اور ان کے اصحاب کی
ENT_E42D9C34E0,امام حسین اور ان کے جانثاروں کی آخری رات کو یاد کرنے کے لیے ادا,امام حسین اور ان کے جانثاروں کی آخری رات کو یاد کرنے کے لیے ادا,امام حسین اور ان کے جانثاروں کی اخری رات کو یاد کرنے کے لیے ادا,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 1787,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: یہ رسم عزاداری کے ایک منفرد انداز میں کربلا کی صعوبتوں، قربانیوں، اور امام حسینؑ اور ان کے جانثاروں کی آخری رات کو یاد کرنے کے لیے ادا کی جاتی ہے تاریخی طور پر، اس روایت کو امام حسینؑ اور ان کے اصحاب کی 9 محرم کی رات کی حالت سے جوڑا جاتا ہے، جیسا کہ ابو مخنف کی مقتل الحسین اور شی...,امام حسین اور ان کے جانثاروں کی آخری رات کو یاد کرنے کے لیے ادا
ENT_68B3FE51FF,امام حسین اور ان کے ساتھیوں نے اپنے پاس موجود قلیل مقدار میں غذا کو,امام حسین اور ان کے ساتھیوں نے اپنے پاس موجود قلیل مقدار میں غذا کو,امام حسین اور ان کے ساتھیوں نے اپنے پاس موجود قلیل مقدار میں غذا کو,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 1787,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: یہ رسم عزاداری کے ایک منفرد انداز میں کربلا کی صعوبتوں، قربانیوں، اور امام حسینؑ اور ان کے جانثاروں کی آخری رات کو یاد کرنے کے لیے ادا کی جاتی ہے تاریخی طور پر، اس روایت کو امام حسینؑ اور ان کے اصحاب کی 9 محرم کی رات کی حالت سے جوڑا جاتا ہے، جیسا کہ ابو مخنف کی مقتل الحسین اور شی...,امام حسین اور ان کے ساتھیوں نے اپنے پاس موجود قلیل مقدار میں غذا کو
ENT_72F6D761C6,امام حسین اور ان کے ساتھیوں کے صبر و قربانی کو یاد کرنا اور اپنی,امام حسین اور ان کے ساتھیوں کے صبر و قربانی کو یاد کرنا اور اپنی,امام حسین اور ان کے ساتھیوں کے صبر و قربانی کو یاد کرنا اور اپنی,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 1790,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: یہ روایت بنیادی طور پر محرم کے مخصوص نذر و نیاز کے طور پر دیکھی جاتی ہے کُندیلی بھرنے میں استعمال ہونے والی اشیاء میں مختلف قسم کی میٹھائیاں، جیسے برفی، گلاب جامن، لڈو، حلوہ، کھیر یا سویاں شامل ہوتی ہیں، جو مخصوص نیت کے ساتھ تیار کی جاتی ہیں 9 محرم کی رات اس مٹھائی کو ایک بڑے برت...,امام حسین اور ان کے ساتھیوں کے صبر و قربانی کو یاد کرنا اور اپنی
ENT_3DFEF147F6,امام حسین اور ان کے مرد ساتھیوں نے میدانِ جنگ میں جان دی۔,امام حسین اور ان کے مرد ساتھیوں نے میدانِ جنگ میں جان دی۔,امام حسین اور ان کے مرد ساتھیوں نے میدان جنگ میں جان دی۔,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 1791,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: یہ روایت زیادہ تر لکھنؤ، حیدرآباد (دکن)، آگرہ، فیروز آباد، لاہور، ملتان، کراچی، اور دیگر سادات خاندانوں والے علاقوں میں آج بھی جاری ہے یہ محض ایک کھانے یا نیاز کی روایت نہیں، بلکہ خاندانی اور روحانی وابستگی کا ایک ذریعہ بھی ہے یہ تصور ممکنہ طور پر کربلا کے شہداء کے ساتھ یکجہتی کے...,امام حسین اور ان کے مرد ساتھیوں نے میدانِ جنگ میں جان دی۔
ENT_B652D35774,امام حسین اور شہدائے کربلا سے دائمی گریہ و غم یہ بات متعدد روایات اور,امام حسین اور شہدائے کربلا سے دائمی گریہ و غم یہ بات متعدد روایات اور,امام حسین اور شہدايے کربلا سے دايمی گریہ و غم یہ بات متعدد روایات اور,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 1270,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: امام حسینؑ اور شہدائے کربلا سے دائمی گریہ و غم یہ بات متعدد روایات اور خاندانی بیانات میں محفوظ ہے کہ حضرت سید جلال الدین سرخ پوش بخاری رحمۃ اللہ علیہ نے ساری زندگی امام حسینؑ، اہلِ بیتؑ اور شہدائے کربلا کے غم میں گریہ فرمایا اسی نسبت سے آپ نے سرخ لباس اختیار فرمایا، جو خونِ حسین...,امام حسین اور شہدائے کربلا سے دائمی گریہ و غم یہ بات متعدد روایات اور
ENT_C7F0B2C33A,امام حسین بن امام علی علیہ السلام اہلِ بیتِ اطہار سے روحانی نسبت حضرت سید,امام حسین بن امام علی علیہ السلام اہلِ بیتِ اطہار سے روحانی نسبت حضرت سید,امام حسین بن امام علی علیہ السلام اہل بیت اطہار سے روحانی نسبت حضرت سید,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 1190,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: نسبی سلسلہ سید جلال الدین سرخ پوش بخاری بن سید علی المعید بن سید جعفر محمد حسین بن سید محمد بن سید محمود بن سید احمد بن سید عبداللہ بن سید علی اصغر بن سید جعفر بن امام علی نقی بن امام محمد تقی بن امام علی رضا بن امام موسیٰ کاظم بن امام جعفر صادق بن امام محمد باقر بن امام زین العا...,امام حسین بن امام علی علیہ السلام اہلِ بیتِ اطہار سے روحانی نسبت حضرت سید
ENT_8A1A39DD64,امام حسین بن علی علیہما السلام سیدُ شبابِ اہلِ جنّت، امامِ قربانی، امامِ حریت، سیدُ,امام حسین بن علی علیہما السلام سیدُ شبابِ اہلِ جنّت، امامِ قربانی، امامِ حریت، سیدُ,امام حسین بن علی علیہما السلام سید شباب اہل جنت، امام قربانی، امام حریت، سید,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 506,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: حضرت اُمِّ کلثوم بنتِ علی سلامُ اللہ علیہا کی زندگی ہمیں یہ سبق دیتی ہے کہ: • ہر خدمت بلند آواز سے نہیں ہوتی • ہر کردار تاریخ کے سرورق پر نہیں لکھا جاتا • مگر اہلِ حق کی ہر قربانی خدا کے ہاں محفوظ ہوتی ہے حوالہ جات بحارالانوار ، بلاذری ، تاریخِ طبری ، مقتل الحسین، ابومخنف ، کشف ا...,امام حسین بن علی علیہما السلام سیدُ شبابِ اہلِ جنّت، امامِ قربانی، امامِ حریت، سیدُ
ENT_7F5A04B912,امام حسین جواب عطا فرمایا کرتے تھے ایک دن حضرت ابراہیم مُجاب، امام حسین کی,امام حسین جواب عطا فرمایا کرتے تھے ایک دن حضرت ابراہیم مُجاب، امام حسین کی,امام حسین جواب عطا فرمایا کرتے تھے ایک دن حضرت ابراہیم مجاب، امام حسین کی,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 911,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: علامہ آصف علوی بیان کرتے ہیں کہ وقت کے ایک عظیم فقیر کا نام حضرت شاہ حسین تھا بعض لوگوں نے سازش کے تحت ان کا نام عثمان مروندی بتایا مگر حقیقت یہ ہے کہ ان کا اصل نام حسین تھا یہ بزرگ، حضرت ابراہیم کبیر کے فرزند تھے، اور ابراہیم کبیر، حضرت ابراہیم مُجاب کے صاحبزادے تھے حضرت ابراہیم...,امام حسین جواب عطا فرمایا کرتے تھے ایک دن حضرت ابراہیم مُجاب، امام حسین کی
ENT_50B15C57B4,امام حسین سے وفاداری کی حمایت کی، حتیٰ کہ کربلا کے سفر میں اپنی زوجہ,امام حسین سے وفاداری کی حمایت کی، حتیٰ کہ کربلا کے سفر میں اپنی زوجہ,امام حسین سے وفاداری کی حمایت کی، حتی کہ کربلا کے سفر میں اپنی زوجہ,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 469,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: حضرت عبداللہ بن جعفرؑ نے ہمیشہ حضرت زینبؑ کے اہلِ بیتؑ سے قلبی تعلق اور امام حسینؑ سے وفاداری کی حمایت کی، حتیٰ کہ کربلا کے سفر میں اپنی زوجہ کو جانے کی اجازت دی۔,امام حسین سے وفاداری کی حمایت کی، حتیٰ کہ کربلا کے سفر میں اپنی زوجہ
ENT_CB45695488,امام حسین علیہ السلام سے اپنی بیعت کا مطالبہ کیا تو اس موقع پر امام,امام حسین علیہ السلام سے اپنی بیعت کا مطالبہ کیا تو اس موقع پر امام,امام حسین علیہ السلام سے اپنی بیعت کا مطالبہ کیا تو اس موقع پر امام,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 508,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: آپ کی ذات، توحید، شجاعت، صبر، قربانی اور امامت کا مجسم نمونہ ہے، جنہوں نے ظلم و باطل کے خلاف قیامت تک کے لیے ایک الٰہی معیار قائم کر دیا تاریخ کے مطابق جب یزید نے امام حسین علیہ السلام سے اپنی بیعت کا مطالبہ کیا تو اس موقع پر امام نے وہ فیصلہ کن اور تاریخ ساز جملہ ارشاد فرمایا: م...,امام حسین علیہ السلام سے اپنی بیعت کا مطالبہ کیا تو اس موقع پر امام
ENT_C8476A0906,امام حسین علیہ السلام نے اسلام کو قربانی سے، امام زین العابدین علیہ السلام نے,امام حسین علیہ السلام نے اسلام کو قربانی سے، امام زین العابدین علیہ السلام نے,امام حسین علیہ السلام نے اسلام کو قربانی سے، امام زین العابدین علیہ السلام نے,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 641,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: فکری وراثت اگر امام حسین علیہ السلام نے اسلام کو قربانی سے، امام زین العابدین علیہ السلام نے دعا سے، اور امام محمد باقر علیہ السلام نے علم کی بنیاد سے بچایا، تو حضرت امام جعفر صادق علیہ السلام نے اسلامی علوم کو مکمل نظام میں ڈھال کر قیامت تک کے لیے محفوظ کر دیا۔,امام حسین علیہ السلام نے اسلام کو قربانی سے، امام زین العابدین علیہ السلام نے
ENT_2F28EE02E5,امام حسین علیہ السلام نے رجب سن ساٹھ ہجری میں مدینہ چھوڑا، شعبان میں مکہ,امام حسین علیہ السلام نے رجب سن ساٹھ ہجری میں مدینہ چھوڑا، شعبان میں مکہ,امام حسین علیہ السلام نے رجب سن ساٹھ ہجری میں مدینہ چھوڑا، شعبان میں مکہ,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 541,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: مدینہ سے کربلا تک کا سفر: امام حسین علیہ السلام نے رجب سن ساٹھ ہجری میں مدینہ چھوڑا، شعبان میں مکہ پہنچے، جہاں چار ماہ قیام فرمایا۔,امام حسین علیہ السلام نے رجب سن ساٹھ ہجری میں مدینہ چھوڑا، شعبان میں مکہ
